code	gen1	gen2	gen3	gen4	gen5	gen6	gen7	gen8	gen9	gen10	gen11	gen12	gen13	gen14	gen15	gen16	gen17	gen18	gen19	gen20	gen21	gen22	gen23	gen24	gen25	gen26	gen27	forest	geology	surface
603	3	0	0	0	0	0	0	0	0	24	1	0	0	8	0	0	0	0	0	0	0	0	0	1	1	2	0	5	1	5.5
3565	2	0	1	0	1	0	1	1	0	4	16	12	7	0	1	0	1	0	4	1	1	0	4	6	15	4	2	1	2	3
819	0	0	0	0	0	0	0	3	1	19	2	0	15	1	0	0	0	0	1	0	1	0	1	2	3	0	0	2	1	4
508	0	5	0	0	7	0	3	8	0	0	0	16	2	3	1	1	9	1	15	0	0	0	0	3	8	0	0	4	6	5.5
502	5	0	0	2	2	0	14	2	0	5	30	29	16	0	0	0	16	0	72	1	8	0	4	1	25	40	78	1	5	14
917	5	0	0	0	0	1	0	0	0	50	0	0	8	4	0	0	0	0	1	2	0	0	0	0	0	0	0	2	3	5.5
3056	0	6	0	1	0	1	0	9	1	21	31	5	31	1	1	5	3	0	17	0	1	0	8	23	46	10	0	1	3	8
3186	1	4	1	0	0	1	0	39	0	9	22	1	3	56	0	5	9	0	14	0	4	1	10	21	43	26	3	1	6	10.5
3541	4	1	1	0	0	0	1	5	0	10	30	22	15	4	2	0	1	3	29	0	4	0	2	35	20	25	1	1	3	7
1183	1	0	0	0	0	0	0	0	0	2	3	0	3	5	0	0	1	0	0	1	1	0	0	0	0	3	0	2	6	4
2383	5	0	2	4	0	1	0	4	0	23	31	1	39	0	4	6	0	0	0	1	11	3	26	30	115	0	0	7	3	15
2342	5	1	0	2	0	0	0	2	0	12	4	0	10	9	0	1	0	0	0	0	6	0	0	5	53	1	0	7	3	4.81
853	0	0	0	5	5	6	7	8	0	5	9	3	5	0	0	0	0	1	6	0	0	0	3	0	4	33	1	4	5	10.5
1446	3	0	0	0	0	1	1	0	1	36	5	0	6	2	0	1	0	0	0	1	1	0	0	0	0	2	0	5	6	3.5
100	3	0	0	0	1	0	2	51	2	3	8	2	7	0	0	1	0	0	3	1	2	3	25	28	6	9	0	6	5	9.5
3596	1	0	1	0	2	0	0	0	0	3	3	5	1	0	0	1	1	0	57	0	1	0	0	1	4	4	7	1	2	3
512	0	16	0	2	12	0	13	14	0	6	25	21	25	0	0	0	20	0	52	2	14	0	18	1	1	82	50	1	5	19.5
2266	0	0	1	0	0	0	0	0	1	4	3	0	0	0	0	0	0	0	0	1	0	0	4	1	4	0	1	6	6	2.5
257	5	0	0	0	3	0	1	0	3	21	35	15	3	0	5	0	0	0	0	6	4	0	0	1	3	48	0	6	5	15
1891	0	0	0	6	1	0	14	0	1	44	35	64	29	0	4	1	0	0	0	7	12	0	11	8	9	72	40	1	2	20.5
2899	5	4	2	1	0	1	0	6	0	33	17	1	27	2	1	3	0	0	6	0	7	0	7	19	87	0	0	7	3	10.5
947	5	1	0	0	0	1	11	13	2	130	40	24	44	0	0	0	2	0	197	2	17	0	17	26	1	65	57	2	5	20.5
10	2	0	0	0	1	3	5	7	1	1	4	1	9	0	4	2	1	0	77	3	0	0	11	6	0	5	0	6	5	12.5
2080	3	2	0	0	4	1	0	43	1	22	2	0	2	8	0	0	8	0	6	2	3	0	4	11	10	2	0	1	6	7
2788	17	8	2	2	1	4	1	6	1	18	31	3	29	3	2	5	2	0	0	2	12	1	17	21	37	0	0	7	6	18.5
1818	6	9	2	4	0	3	0	50	0	38	65	14	18	4	4	9	5	0	3	0	12	1	30	85	167	0	0	7	3	20
805	0	3	0	0	2	3	24	50	7	12	48	14	22	0	0	0	5	0	27	4	2	0	20	5	40	125	19	1	5	22
3206	0	0	0	0	0	0	0	10	1	2	4	0	2	5	0	0	3	0	1	0	0	0	1	1	4	0	0	7	6	2
1077	5	0	0	0	0	0	0	1	0	28	5	0	3	0	2	0	0	0	0	1	0	0	0	1	0	0	0	1	1	5
1857	18	3	4	5	0	3	1	19	1	41	58	10	69	3	1	18	0	0	2	0	44	1	11	19	175	0	0	7	3	29.5
2522	1	0	0	0	0	0	1	0	0	0	7	3	19	3	0	0	1	2	0	1	4	0	6	6	18	3	0	7	6	4.5
2781	2	1	3	0	0	0	0	7	0	6	17	1	4	0	1	0	0	0	0	1	4	0	5	5	8	0	0	7	6	6
152	2	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	5	1
281	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	4	0	1	0	0	1	0	9	0	7	5	2.5
3088	5	2	5	6	0	1	2	7	1	22	32	0	15	9	3	0	2	0	17	2	9	0	2	27	80	0	0	7	3	10.5
3660	4	0	1	0	0	0	0	2	1	13	10	0	2	1	0	0	4	0	0	0	2	1	0	4	5	8	0	7	2	3.5
855	0	0	0	0	0	0	11	9	0	0	0	0	0	0	0	0	2	0	23	0	0	0	6	28	0	7	0	4	5	10
3145	5	5	2	0	0	1	5	17	3	22	25	10	14	24	0	14	15	0	10	0	5	1	8	35	39	32	9	1	6	23
809	1	13	0	0	26	0	57	11	0	0	7	0	0	0	5	0	17	0	50	0	0	0	8	16	0	74	39	4	5	15.5
1010	0	0	0	0	0	0	1	0	0	5	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	2	41	1	5	2
793	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	7	0	7	1	1.9673954685
376	0	1	0	0	0	3	2	1	0	6	38	10	3	0	0	1	0	0	20	1	9	0	8	6	2	46	17	7	5	13
1463	4	1	2	0	1	0	0	0	2	8	29	20	21	4	1	0	0	0	4	0	8	0	3	5	11	17	6	7	1	10
3668	3	6	4	0	2	0	2	8	0	36	20	8	4	1	0	4	1	2	28	0	1	1	1	9	18	25	49	1	2	9
2926	6	1	1	0	2	0	5	3	2	29	38	18	26	15	1	4	3	0	0	6	10	5	6	0	3	14	5	1	6	16.5
2133	3	1	2	1	0	1	0	4	0	12	10	0	9	0	3	3	0	0	0	2	6	3	8	9	49	1	0	7	3	5.75
3629	2	0	0	0	0	1	0	0	2	16	10	4	1	1	0	0	0	1	13	0	0	0	1	7	2	12	29	1	2	4.69
2016	3	0	0	0	0	0	0	0	0	1	0	0	0	79	0	1	0	0	0	0	0	3	8	0	5	0	0	7	3	7
3085	1	20	1	1	4	0	0	115	0	3	38	11	9	0	1	2	5	0	10	0	1	0	9	49	112	66	0	1	6	12
1526	4	13	0	0	3	5	6	99	0	52	27	9	29	0	7	2	9	0	67	2	0	2	4	11	30	38	3	1	5	20
331	0	0	0	0	1	0	4	0	0	13	5	3	2	0	0	0	0	0	0	1	0	0	0	0	0	31	51	7	5	8.5
2210	3	0	0	0	0	0	12	0	4	6	9	13	35	0	1	2	1	0	19	2	0	0	6	4	5	28	3	1	6	16.5
2223	5	2	4	0	0	1	0	4	4	4	29	3	25	0	5	0	0	0	0	0	3	2	1	21	39	0	0	7	6	6.5
913	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	1	0	0	0	1	0	0	0	3	6	2
315	2	0	0	0	0	0	2	0	0	1	9	3	1	0	0	0	0	0	0	1	0	0	4	0	1	21	29	7	5	5
1581	0	0	0	0	0	1	5	0	0	76	23	0	19	3	1	0	0	0	0	1	1	0	1	7	3	19	0	1	6	11
2932	2	5	2	0	3	2	0	24	1	34	40	3	11	1	4	2	5	0	0	2	7	1	6	24	67	14	0	1	3	8.75
3352	3	2	2	0	0	0	0	11	2	14	13	0	12	0	1	2	0	0	3	2	0	1	4	23	49	1	0	1	3	5
374	3	0	0	0	1	0	0	0	1	5	16	6	3	0	0	0	1	0	0	1	6	0	2	3	5	55	13	7	5	10.5
231	1	0	0	0	4	0	4	0	0	13	8	5	7	0	0	1	0	0	18	1	2	0	9	2	1	35	80	7	5	11
3343	3	1	0	0	0	1	6	1	5	61	25	21	2	58	0	7	9	0	2	0	2	0	3	8	3	32	17	7	6	19
741	5	0	0	2	2	0	4	1	1	67	28	13	41	0	0	0	0	0	0	2	9	0	6	0	3	70	19	1	1	16.003641981
270	0	1	0	0	0	1	2	8	0	14	11	4	2	0	1	0	0	0	83	9	2	0	4	4	4	46	40	7	5	8.5
170	0	0	0	0	0	0	0	2	0	3	1	2	0	0	0	0	0	0	1	0	0	0	2	3	0	0	0	6	5	1.5
1027	0	0	0	0	0	1	0	0	0	21	5	0	0	7	0	0	1	0	0	1	1	0	0	1	0	14	0	5	1	5
3140	2	6	0	3	0	1	1	21	0	3	18	12	18	1	0	0	23	0	19	0	4	1	6	30	36	42	0	5	6	10.5
473	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	2	5	1
1978	0	0	0	0	2	0	4	0	1	12	27	16	18	7	0	2	0	0	1	1	5	1	1	6	3	30	6	5	6	9.5
1206	1	0	0	0	0	1	1	9	1	33	15	2	16	0	4	2	0	0	52	1	2	0	7	15	32	0	0	2	1	9
3489	3	1	0	0	0	2	0	3	0	2	13	2	12	0	1	0	0	0	13	0	1	0	4	7	16	0	0	1	3	5.5
2418	0	0	0	0	0	0	1	2	1	2	7	1	1	2	0	0	0	0	0	0	0	0	0	5	5	9	0	6	6	5
3487	0	0	0	0	0	0	0	4	1	19	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	6	3
333	1	0	0	0	1	0	6	0	0	3	17	7	1	0	0	0	0	0	0	1	1	0	1	0	0	43	29	7	5	8.5
78	5	0	0	0	0	1	0	5	3	5	20	2	8	0	7	3	0	0	0	3	1	3	1	3	6	8	0	6	5	14
3347	6	2	0	0	0	2	2	22	4	53	18	0	8	33	2	16	4	0	20	0	0	0	4	11	25	23	1	1	6	20.5
1847	5	0	0	6	2	0	2	0	0	66	24	48	29	1	3	0	0	0	0	3	6	0	8	2	6	54	20	1	2	19
490	0	3	0	0	1	2	4	1	1	13	27	16	15	0	0	2	1	0	0	4	1	1	2	2	7	27	34	7	1	10
3276	7	1	1	0	0	0	1	3	0	31	33	0	19	4	2	1	0	0	8	5	8	0	12	18	40	4	0	1	3	10.5
3454	1	3	1	2	0	0	7	5	3	55	23	0	0	1	0	2	1	1	8	1	2	0	4	5	8	32	24	1	6	9.5
901	5	0	0	2	7	4	19	25	2	56	63	25	56	2	6	1	0	7	0	3	44	1	22	20	29	83	47	7	5	27.5
114	0	0	0	0	0	1	0	5	1	0	2	0	0	0	0	0	1	0	166	0	0	0	1	2	0	1	0	6	5	3
225	12	0	0	0	2	0	5	1	3	11	46	26	16	0	1	0	2	0	2	3	21	0	0	5	4	91	18	6	5	24
40	5	0	0	0	0	0	1	10	0	7	10	2	8	0	3	0	0	0	39	0	6	0	10	8	0	12	0	6	5	11
1331	0	2	0	0	7	0	18	23	0	6	20	18	5	0	0	0	2	0	15	3	0	0	3	7	17	33	0	1	5	9.5
619	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	20	1	0	0	0	7	0	0	0	4	5	6
1408	5	0	0	0	11	1	4	7	7	30	45	47	28	10	7	3	0	0	49	6	1	0	12	8	5	59	6	1	1	17
3032	2	4	1	0	0	0	2	8	1	4	14	10	10	5	0	3	12	0	6	0	1	2	3	12	16	20	8	1	6	8.5
637	1	0	0	0	0	0	0	0	0	40	2	0	0	6	0	0	0	0	0	2	3	0	0	0	0	0	0	2	1	6.5
1834	4	4	2	0	0	0	8	39	8	31	20	7	5	11	7	2	2	0	3	2	4	0	11	23	4	9	0	3	6	10
1822	5	2	1	2	0	1	1	25	1	8	37	6	14	0	0	4	1	0	23	0	20	1	7	62	86	2	0	7	3	20.5
1332	0	1	0	0	3	0	18	0	0	15	10	2	0	0	5	0	2	0	22	0	0	0	2	6	23	26	0	1	5	9
3535	5	7	1	0	0	1	2	10	0	23	35	36	20	2	2	6	7	0	48	2	4	0	2	38	56	19	12	1	2	10
871	1	0	0	0	0	0	0	1	0	12	1	0	5	1	0	0	0	0	0	1	0	0	2	1	1	0	0	2	1	5
3195	8	3	4	4	0	0	0	5	0	31	38	6	32	7	3	2	1	0	4	2	13	0	3	17	43	0	0	7	3	10
2430	13	2	1	5	0	2	0	18	0	18	35	2	48	1	1	2	0	0	0	0	8	0	8	6	35	1	0	7	3	16.5
149	6	4	0	2	7	5	0	10	0	9	15	4	16	0	1	1	0	0	1	4	0	1	19	15	5	32	4	6	5	17
2426	5	4	1	0	0	1	0	0	1	9	11	6	20	0	1	3	1	0	0	1	7	2	3	4	17	5	0	6	3	9
1571	0	5	0	0	0	2	0	6	0	7	5	10	14	8	0	1	0	0	22	0	0	0	1	6	13	1	0	3	3	9.5
2688	15	5	0	1	0	0	0	16	0	4	32	4	30	4	0	2	0	0	0	2	7	1	14	14	19	0	0	7	6	15
2736	5	0	1	0	0	1	0	0	0	5	15	4	12	3	0	1	3	0	0	0	0	0	5	1	5	4	3	7	6	5
3524	1	0	3	0	0	0	0	23	1	11	14	36	5	1	0	0	1	1	29	0	0	1	7	32	45	10	5	1	2	5.5
464	1	0	0	0	2	2	7	7	3	95	50	19	12	0	1	0	2	0	0	2	0	0	10	4	11	92	96	1	1	13
2530	4	0	0	0	1	0	2	2	1	14	26	9	10	0	0	1	0	1	0	0	1	1	7	9	21	37	5	7	6	10
3542	3	8	0	0	0	0	1	0	0	15	21	42	23	1	5	2	3	8	26	0	8	1	4	36	24	15	5	1	3	10.5
1926	1	0	0	0	1	0	0	0	0	4	9	5	22	1	1	0	0	0	0	0	2	0	0	4	4	5	0	3	6	6
601	6	0	0	0	0	0	0	0	0	29	3	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	5
859	5	6	0	0	4	0	16	14	0	8	36	9	3	0	0	0	11	0	23	0	0	0	6	12	23	76	52	4	5	11.5
2259	0	0	0	0	0	3	0	2	0	6	18	8	11	0	0	1	0	0	0	0	0	0	2	8	18	20	1	6	6	4.5
990	5	0	0	0	0	0	0	0	0	31	7	0	9	0	0	0	0	0	0	0	3	1	0	1	0	1	0	1	1	5
1169	2	0	0	0	0	1	0	19	1	2	2	0	3	1	0	0	0	0	43	0	1	0	2	0	3	0	0	5	3	4.5
2528	0	2	0	0	0	0	0	0	0	9	6	0	6	2	2	0	0	0	0	3	7	2	3	0	14	1	0	6	6	4.5
2793	6	1	3	0	0	0	4	1	3	21	48	13	40	5	3	2	1	0	1	5	28	0	7	2	4	16	0	7	6	18
1701	5	0	1	0	2	2	1	1	1	41	39	6	53	0	9	0	1	0	0	6	11	0	15	4	3	13	6	5	6	16.5
3293	10	1	0	0	0	0	6	0	7	36	56	8	13	8	2	5	29	2	10	1	5	0	3	7	11	58	30	1	6	20
2503	1	0	0	3	0	0	0	9	0	20	22	1	22	4	3	8	0	0	3	1	9	1	6	21	111	0	0	7	3	10.5
1090	0	0	0	0	0	2	0	14	1	16	3	0	2	0	3	0	0	0	1	1	3	0	1	4	16	6	0	5	1	5
3176	7	3	0	0	1	1	4	35	9	24	24	12	18	15	0	2	6	0	83	3	3	0	8	13	25	23	6	7	6	20.5
874	3	0	0	0	0	1	1	24	0	31	6	0	11	3	0	2	1	0	4	15	2	0	4	14	17	0	0	2	1	9.5
2045	1	0	0	0	0	0	11	0	3	11	13	16	13	4	2	0	1	0	4	3	0	0	0	2	5	53	1	3	6	8
1444	0	0	0	0	0	1	0	0	1	72	7	1	0	1	0	1	0	0	0	1	1	0	2	0	0	0	0	5	6	4
1034	1	0	0	0	0	2	0	0	0	14	3	0	2	2	0	0	0	0	13	0	0	0	0	3	2	19	0	2	3	5
686	3	1	0	3	7	2	11	0	1	39	36	53	52	0	2	0	1	0	0	1	5	0	12	2	1	100	61	1	1	20.0009782833
3325	0	1	0	0	0	0	2	9	2	41	20	0	2	13	0	16	4	0	10	0	2	0	3	14	16	8	0	1	6	10
891	5	0	1	0	1	2	1	0	1	78	18	0	23	0	0	0	0	0	15	0	23	0	2	1	0	18	0	7	5	7
2007	4	0	1	1	0	0	0	2	0	8	5	0	6	0	2	3	0	0	0	0	2	0	4	2	7	0	0	7	3	5
2419	1	0	0	0	0	1	0	4	2	8	16	9	2	4	0	0	2	0	0	0	1	0	3	5	13	21	14	7	6	7.5
1515	6	0	1	0	5	2	5	0	3	35	40	26	19	3	5	0	0	1	2	1	8	0	12	2	7	44	11	1	1	18
3007	4	5	3	0	1	0	0	21	0	14	26	5	29	0	2	0	0	0	0	0	8	0	12	16	48	4	0	1	6	10
1480	1	6	2	0	4	1	16	35	2	60	46	41	46	3	1	1	10	0	52	11	20	1	12	32	48	64	42	1	5	22
3436	0	2	1	0	0	2	4	2	4	22	17	0	0	8	0	0	0	1	12	0	2	0	3	6	1	24	5	1	6	10.5
1814	21	0	0	4	0	7	1	29	0	33	102	36	65	6	6	23	5	0	6	1	13	0	37	15	131	10	0	7	3	17.5
1597	8	3	6	0	5	3	2	45	1	44	47	13	105	6	5	0	3	0	155	7	10	1	19	24	49	26	0	2	6	21
1460	2	2	0	0	1	1	0	33	0	21	30	25	11	0	3	0	0	5	32	5	3	0	9	20	18	4	13	1	6	11
3278	2	3	1	0	0	0	1	2	4	21	20	1	10	9	3	1	3	0	1	2	5	0	0	15	22	6	0	7	3	10
2402	0	0	0	0	0	0	0	0	0	5	4	0	10	0	2	1	3	15	0	0	1	0	4	1	1	1	0	1	5	2.85
1419	1	0	0	0	0	0	0	6	0	2	3	1	5	0	0	0	0	0	9	0	1	0	0	0	8	0	0	2	5	2.5
2031	4	1	0	0	0	1	2	7	3	6	26	15	36	1	0	0	7	0	0	2	3	0	3	13	12	18	0	5	6	9.5
1878	2	9	0	0	0	4	3	89	3	22	36	53	74	1	7	0	6	0	26	3	9	0	21	82	39	21	3	1	6	20
717	9	0	0	0	0	2	1	0	0	55	10	0	14	6	1	0	0	0	0	0	1	0	0	1	2	2	0	2	3	8.25
2801	2	0	0	0	0	0	0	3	0	16	32	0	9	0	1	4	0	0	0	1	10	1	8	6	16	2	0	7	3	8
411	2	0	0	1	2	0	1	1	1	12	16	10	6	6	0	7	1	0	0	2	3	0	0	2	2	4	4	7	5	7.5
3222	8	0	6	1	0	1	2	3	0	37	28	0	20	5	6	1	1	0	8	1	13	0	8	21	26	0	0	1	3	9.81
469	5	1	0	2	2	3	10	7	0	43	34	22	32	0	1	3	1	0	0	4	1	0	13	3	11	73	53	1	1	17
3018	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	3	3	0	0	7	3	0.5
1012	0	1	0	0	1	0	5	31	0	25	36	27	8	0	0	0	2	0	18	4	19	0	4	16	14	55	123	1	5	11
1725	11	1	4	0	0	2	1	24	1	38	84	14	84	29	2	9	6	0	7	0	3	1	17	54	84	6	0	7	3	18.5
221	4	0	0	1	3	1	2	1	8	121	30	9	12	0	5	0	1	0	0	1	9	0	1	3	4	32	0	6	5	23.5
3295	0	0	0	0	0	2	2	3	1	59	7	4	0	9	1	2	2	0	24	0	6	0	2	5	10	18	1	1	6	10.5
2148	2	0	0	0	0	3	2	0	3	8	19	0	33	6	0	0	0	0	2	0	1	0	1	5	2	8	1	5	6	11.5
1593	4	0	1	0	1	1	1	1	0	7	23	30	19	0	3	0	0	0	1	0	7	0	12	3	5	15	5	5	6	11
2334	5	2	0	1	0	0	0	7	0	23	21	0	24	1	0	5	0	0	0	1	8	0	11	18	101	0	0	7	3	10
1143	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	4	1	0	0	0	0	0	0	2	6	4
211	1	0	0	0	0	0	2	0	0	4	11	2	3	0	1	0	0	0	0	1	3	0	1	0	2	17	0	7	5	8.5
1565	5	1	0	2	2	2	0	0	3	56	40	20	19	0	7	0	0	1	4	1	7	3	15	3	3	33	3	1	1	18.5
2447	12	2	1	0	0	1	0	4	0	20	13	0	11	1	1	1	0	0	0	0	11	3	4	14	89	0	0	7	3	10.5
474	0	0	2	0	0	0	2	0	1	38	12	15	12	0	0	0	2	0	0	0	0	0	3	5	7	26	27	1	1	6.5
153	7	0	0	5	9	7	1	56	3	11	12	12	12	1	4	0	2	0	2	6	0	1	12	22	3	44	2	7	5	15
2905	0	10	3	0	0	7	0	0	12	8	36	2	6	1	16	4	3	3	3	0	18	5	17	52	80	0	0	1	3	11
3604	2	0	0	0	0	0	0	1	2	15	10	6	6	1	2	0	1	0	4	0	3	0	1	3	9	5	0	1	2	5
1799	4	0	1	5	2	0	8	1	2	46	43	61	21	1	2	0	1	0	1	5	4	0	5	0	7	63	45	1	2	21
2067	6	0	1	3	0	0	0	1	0	12	22	0	23	4	2	3	0	0	0	2	18	2	1	3	26	0	0	7	3	10.5
2161	7	1	0	0	0	1	5	10	1	8	19	23	31	3	3	0	1	0	9	0	0	0	9	15	20	31	15	5	6	10.5
431	2	2	0	0	3	0	7	15	0	46	47	28	39	0	3	1	2	0	0	6	6	1	7	12	17	29	37	1	1	17.5
2117	8	0	0	0	0	0	3	3	3	14	30	12	19	3	4	10	0	0	0	0	7	0	15	12	14	13	1	6	6	11
1771	9	9	2	0	2	1	6	20	1	40	68	9	57	0	16	14	0	0	0	6	9	0	15	23	74	4	0	7	3	20.5
1707	2	0	0	0	1	3	2	0	2	19	5	14	4	2	0	0	0	0	0	1	1	0	2	0	1	15	2	5	6	9.5
498	0	0	0	0	7	0	4	2	0	0	3	23	0	1	0	0	12	0	4	0	0	0	4	12	10	32	8	2	5	6
2541	9	0	0	1	3	0	0	4	0	14	17	1	15	2	2	1	1	0	0	2	8	0	1	8	50	3	0	7	3	8.125
630	0	0	0	0	0	0	2	0	0	4	2	0	3	2	0	0	0	0	0	5	0	0	1	0	3	7	0	2	1	5
2391	10	0	3	0	0	1	0	6	0	16	20	2	22	1	0	11	0	0	0	0	16	2	7	6	66	2	0	7	3	11
3667	7	2	1	0	1	2	2	15	0	16	30	18	2	1	0	2	2	1	45	1	7	1	3	11	21	20	26	1	2	10.565
1213	0	0	1	0	0	1	0	14	3	7	5	13	3	1	3	0	1	0	2	1	2	0	2	4	10	11	0	1	1	5.5
3251	3	3	2	2	0	0	1	1	0	13	17	2	27	24	4	1	2	0	9	2	19	0	4	26	47	6	0	7	3	12.36
2726	0	20	0	0	1	1	5	66	3	8	16	16	18	0	0	0	16	0	36	0	0	0	19	67	74	31	0	5	6	11
2085	5	1	0	0	0	1	0	4	4	20	28	0	16	3	0	0	0	0	0	2	16	0	6	10	17	6	0	5	6	11.5
1947	5	0	0	1	0	0	0	5	0	19	22	0	32	3	2	2	0	0	0	0	15	0	5	2	22	0	0	7	3	10.5
2052	0	0	0	0	1	1	7	1	0	2	6	5	3	0	0	0	3	0	0	0	0	0	1	3	0	27	4	3	6	4
1394	4	0	0	0	0	0	0	0	2	129	6	8	3	4	2	1	0	0	0	1	0	0	1	0	1	8	0	5	3	10
252	0	0	0	0	0	0	0	4	0	6	4	4	3	0	2	3	0	0	79	3	0	0	4	5	1	41	101	7	5	8
3205	1	0	0	0	0	1	0	16	2	10	6	3	1	37	0	1	4	0	12	0	5	0	6	12	9	7	6	5	6	8
3164	7	3	2	0	0	3	0	6	0	13	29	0	11	3	4	2	0	0	3	3	4	0	2	9	56	0	0	7	3	10.5
1598	0	1	0	0	1	0	1	32	0	8	10	1	14	1	2	0	0	0	23	0	3	0	0	7	7	3	0	1	6	4
145	0	0	0	0	0	1	0	13	0	1	0	0	3	0	0	0	0	0	1	0	0	0	2	1	1	0	0	5	5	1
2202	4	0	0	0	0	0	3	0	4	9	5	2	8	2	0	0	0	0	0	0	0	0	1	2	0	7	0	2	6	7
3059	1	1	9	0	0	2	2	0	0	41	48	9	16	2	10	0	3	0	0	3	25	4	1	26	152	1	0	7	3	16.5
2610	19	0	3	2	0	0	0	9	0	14	18	1	20	10	0	3	4	0	7	6	10	1	6	31	111	0	0	7	3	12.5
1825	0	0	0	0	0	0	0	0	0	5	10	0	1	7	0	0	0	0	0	1	1	0	0	0	0	3	0	2	6	2.5
2508	2	2	6	2	0	21	0	0	1	6	53	9	39	17	11	7	1	1	3	0	55	13	22	47	156	0	1	7	3	16
3165	5	4	4	0	0	1	0	18	0	14	19	0	9	4	1	1	0	0	6	2	6	0	5	18	43	0	0	7	3	10
2820	3	32	13	0	0	15	5	1	0	23	94	22	34	0	9	6	8	15	7	1	39	6	41	57	47	1	1	1	3	15.85
3369	3	0	0	0	0	0	2	0	2	50	21	0	3	5	2	2	1	0	5	0	2	1	1	12	5	36	14	1	6	18.5
346	0	0	0	0	0	0	7	0	0	11	14	10	1	0	0	0	0	0	0	1	0	0	3	0	0	48	14	7	5	8.5
653	3	0	0	3	10	3	24	20	1	108	42	33	51	3	2	0	1	0	21	3	15	0	10	0	14	80	0	1	5	20.5
2523	9	0	2	0	0	0	0	9	0	2	21	5	4	0	4	1	0	11	0	2	9	0	16	19	22	4	0	7	6	14.5
2867	2	4	3	0	0	3	1	12	0	8	41	8	37	0	1	0	8	0	0	1	1	0	9	32	30	16	3	5	6	9
3258	8	0	3	1	0	0	0	12	0	19	25	0	11	4	3	1	1	0	12	1	8	3	3	18	64	0	0	7	3	10
2857	10	0	3	0	1	4	0	13	0	18	28	0	24	2	4	4	1	0	9	0	12	1	6	12	69	0	0	7	3	10.62
1823	2	8	2	0	0	0	6	14	1	1	24	7	5	0	6	3	10	0	21	0	3	2	3	21	55	0	0	7	3	12
2807	1	2	0	0	0	0	0	0	0	3	5	0	1	17	0	0	0	0	0	0	2	0	2	3	13	0	0	7	3	2
2250	0	0	0	0	0	0	3	0	6	11	10	0	18	2	0	1	0	0	0	1	0	0	0	2	0	2	0	2	6	11
2452	8	0	3	1	0	0	0	13	0	19	21	1	13	5	1	5	1	0	4	3	10	1	4	26	109	0	0	7	3	10.5
2311	2	21	1	0	1	4	13	26	5	14	39	49	52	3	0	1	20	0	6	2	0	0	11	83	57	52	1	5	6	17
2387	8	0	1	0	0	1	0	6	1	37	26	2	14	1	1	6	0	0	0	2	12	8	7	23	115	0	0	7	3	12.5
2832	7	2	2	1	1	3	2	36	7	26	69	19	68	6	1	0	4	0	0	2	11	3	14	33	58	11	8	7	6	24.5
1744	4	0	0	0	1	0	10	0	0	25	33	41	4	0	7	0	0	0	1	3	11	0	4	2	0	71	25	5	6	16
3185	7	2	1	1	1	0	0	30	0	17	66	1	4	1	1	3	8	0	9	1	3	0	8	18	44	20	15	1	6	10.125
1497	3	0	2	0	0	2	1	1	0	115	17	23	2	6	1	3	0	0	2	2	3	0	2	5	0	1	0	5	6	9.5
459	2	0	0	0	6	2	10	14	1	37	37	27	43	0	0	1	0	0	0	3	3	0	9	3	10	76	46	7	1	17
2111	9	0	1	1	2	0	5	2	3	7	24	21	13	3	1	1	2	0	6	1	1	1	5	14	50	28	5	5	6	13.5
1740	3	0	0	0	0	0	0	0	0	12	8	4	6	0	0	0	1	0	0	1	1	1	1	0	0	6	0	5	6	5
2169	4	0	1	0	0	0	0	1	1	5	17	1	4	0	0	2	0	0	0	2	1	1	1	9	9	6	1	6	6	5
2631	0	0	1	0	0	0	0	1	1	10	19	1	1	3	1	0	2	0	0	3	3	1	2	1	4	6	0	6	6	5
2711	9	0	2	0	0	2	0	9	0	27	25	0	5	1	1	5	0	0	7	2	7	0	1	18	57	0	0	7	3	8
82	0	0	0	2	0	0	0	18	0	2	4	0	4	0	1	1	0	0	1	1	1	0	4	10	1	0	0	5	5	4.5
1852	4	0	0	0	0	0	4	0	4	29	23	36	6	2	4	0	0	0	1	5	1	0	3	4	5	57	18	5	2	16
2078	16	0	0	0	0	9	0	5	0	5	7	1	15	181	2	4	0	0	0	0	0	5	12	3	32	0	0	7	3	7.5
795	9	6	0	5	11	1	16	2	0	560	71	39	46	0	10	0	1	0	119	1	21	0	30	12	13	80	36	7	5	32
